condition,convo,subID,enjoy,connected,timingFirstClick,timingLastClick,timingPageSubmit,timingClickCount,comments
control,F,311,16,8,16.185,22.467,32.702,4,
control,F,316,10,15,37.974,40.676,41.701,4,
control,F,318,70,40,72.754,74.55,75.676,2,
control,F,321,20,8,8.412,32.215,33.327,5,
control,F,322,84,92,4.799,6.735,33.43,2,
control,F,324,58,66,26.558,32.006,33.832,2,
control,F,326,45,18,32.585,34.238,35.703,2,
control,F,328,78,81,2.219,12.549,29.8,7,
control,F,331,70,70,64.89,68.859,69.728,3,
control,F,334,54,46,14.366,18.418,33.518,3,
control,F,344,74,64,147.733,174.706,176.194,5,
control,F,345,81,75,58.49,64.97,69.6,4,GOOD
control,F,349,62,53,19.322,34.401,37.264,5,
control,F,351,63,79,44.519,46.05,46.977,2,
control,F,352,39,12,0.825,25.414,32.217,7,
control,F,354,84,93,62.908,77.688,80.698,5,
control,F,356,63,70,60.118,80.091,279.292,4,great
control,F,360,71,72,58.667,61.979,62.835,4,
control,F,364,41,32,35.782,50.548,51.746,5,
control,F,367,55,41,21.836,28.962,32.017,3,
control,F,370,78,75,35.98,38.136,39.275,2,
control,F,371,67,85,5.286,10.403,11.464,3,
control,F,372,42,55,8.664,57.15,59.571,8,
control,F,375,48,47,9.652,14.191,20.505,3,not clear
control,F,376,57,54,12.826,32.361,34.539,3,
control,F,384,60,41,32.295,33.64,34.721,2,
control,F,387,70,42,37.202,39.968,42.345,3,
control,F,389,60,29,36.483,46.176,47.344,3,
control,F,390,0,0,30.894,52.412,53.432,6,this felt super awkward
control,F,398,78,77,47.032,57.243,58.479,4,
control,F,399,76,94,2.969,5.051,34.544,3,Very improve in this audio
control,F,400,62,35,31.307,37.103,39.184,2,
control,F,401,21,20,2.076,37.3,42.438,4,
control,F,408,63,68,23.696,26.881,34.35,2,
control,F,410,24,2,47.61,49.896,51.351,3,no
control,F,414,63,37,420.221,423.501,425.237,2,
control,F,415,82,82,13.54,23.254,39.959,2,
control,F,418,44,55,35.662,37.882,39.556,3,
control,F,423,83,89,6.535,8.568,80.91,2,
control,F,426,76,63,33.301,36.7,37.569,2,
control,F,428,34,9,187.384,199.833,203.494,7,
control,F,433,57,54,13.024,36.124,37.644,5,
control,F,435,34,47,34.792,39.245,39.682,5,
control,F,438,23,35,7.454,384.006,384.808,6,
control,F,441,25,24,232.842,271.162,284.861,4,none
control,F,442,91,77,3.904,16.214,36.939,4,interesting conversation 
